1950	105.8948393	59.9171862	151.684	0.0232
1951	103.8986687	59.2786986	154.287	0.0257
1952	103.9743275	58.94343772	156.954	0.0268
1953	113.8451588	60.8392201	159.565	0.0283
1954	115.6204181	62.25447619	162.391	0.0248
1955	115.5419272	65.95528267	165.275	0.0261
1956	113.7942463	68.79148786	168.221	0.029
1957	113.6664365	69.24632104	171.274	0.0346
1958	111.7970971	68.9257142	174.141	0.0309
1959	110.4583238	70.95296772	177.13	0.0402
1960	109.6495745	71.63614258	180.76	0.0472
1961	109.5092421	71.568197	183.742	0.0384
1962	108.7289429	72.59299982	186.59	0.0408
1963	109.1195568	73.36701774	189.3	0.0383
1964	109.8522455	74.36711732	191.927	0.0417
1965	109.2636597	75.45724616	194.347	0.0419
1966	106.6787192	76.74926786	196.599	0.0461
1967	106.3897611	77.15051023	198.752	0.0458
1968	105.2152935	79.39056457	200.745	0.0553
1969	106.9530731	83.32303834	202.736	0.0604
1970	109.5578145	83.04289525	205.089	0.0779
1971	110.1900229	89.43618588	207.692	0.0624
1972	110.089853	95.74309566	209.924	0.0595
1973	105.0761478	100.3045578	211.939	0.0646
1974	102.5051836	97.09327155	213.898	0.0699
1975	103.454991	94.12250092	215.981	0.075
1976	105.5752263	96.23389798	218.086	0.0774
1977	113.3258904	99.16550373	220.289	0.0721
1978	118.3947307	100.56884	222.629	0.0796
1979	118.8156738	100	225.106	0.091
1980	112.3677501	93.67720901	227.726	0.108
1981	106.8724657	90.5038767	230.008	0.1257
1982	103.3129562	88.95277083	232.218	0.1459
1983	104.5574104	91.52830102	234.333	0.1046
1984	105.4357808	89.06159549	236.394	0.1167
1985	108.2776822	86.30725178	238.506	0.1138
1986	114.6429508	85.06563926	240.683	0.0919
1987	119.4622422	85.80011747	242.843	0.0708
1988	123.3192026	84.31285438	245.061	0.0867
1989	124.8941458	81.66945023	247.387	0.0909
1990	116.2873698	79.63498843	250.181	0.0821
1991	113.0775228	76.74207454	253.53	0.0809
1992	109.7008693	77.05381963	256.922	0.0703
1993	108.4357895	78.88788054	260.282	0.066
1994	108.4360571	79.89887109	263.455	0.0575
1995	107.6666232	77.7443098	266.588	0.0778
1996	106.7336444	77.89285948	269.714	0.0565
1997	109.216361	79.39146429	272.958	0.0658
1998	115.2452499	78.79060549	276.154	0.0554
1999	121.6232347	78.98128131	279.328	0.0472
2000	129.0640838	78.72200105	282.158336	0.0666
2001	136.1331884	76.6401607	284.915024	0.0516
2002	147.6076356	76.8135395	287.501476	0.0504
2003	160.0795509	76.31543516	289.985771	0.0405
2004	177.7766491	80.77302579	292.805643	0.0415
2005	195.3510726	82.79484772	295.583436	0.0422
2006	192.2875379	82.72701137	298.44242	0.0442
2007	170.090729	83.19660676	301.279593	0.0476
2008	133.9747086	83.4461592	304.228257	0.0374
2009	130.9370732	84.80835495	307.212123	0.0252
2010	124.585809	84.18072431	310.232863	0.0373
2011	120.083801	84.18072431	312.8936	0.0339
2012	123.9370732	84.80835495	307.212123	0.0252
2013	131.585809	84.18072431	310.232863	0.0373
2014	134.083801	84.18072431	312.8936	0.0339
2015	129.0640838	78.72200105	282.158336	0.0666
2016	136.1331884	76.6401607	284.915024	0.0516
2017	147.6076356	76.8135395	287.501476	0.0504
2018	160.0795509	76.31543516	289.985771	0.0405
2019	177.7766491	80.77302579	292.805643	0.0415
2020	134.083801	84.18072431	307.212123	0.0252